SMILES,MW,HBA,HBD,nRot,nRing,nHet,TPSA,LogP,StereoCenters
CNc1cnncn1,110.12,4,1,1,1,4,50.7,-0.08670000000000017,0
O=Cc1ncno1,98.06099999999999,4,0,1,1,4,55.99,-0.1179,0
COc1cnoc1O,115.08799999999998,4,1,1,1,4,55.49000000000001,0.38879999999999987,0
CCc1nonc1O,114.10399999999998,4,1,1,1,4,59.150000000000006,0.33759999999999996,0
Cc1ncnnc1O,111.10399999999998,4,1,0,1,4,58.900000000000006,-0.11438000000000009,0
Cc1ncc(N)nn1,110.12000000000002,4,1,0,1,4,64.69,-0.23778,0
CNc1cnc(C=O)o1,126.11499999999998,4,1,2,1,4,55.13,0.5287999999999999,0
Cc1cncc(=N)o1,110.11599999999999,3,1,0,1,3,49.88,0.4624899999999999,0
Cn1ncnc1C=O,111.10399999999998,4,0,1,1,4,47.78,-0.37239999999999984,0
Cn1cc(N)oc1=O,114.104,4,1,0,1,4,61.160000000000004,-0.43949999999999995,0
COc1ccnnn1,111.10400000000001,4,0,1,1,4,47.900000000000006,-0.11980000000000013,0
O=CN1C=NC=CO1,112.08799999999998,3,0,1,1,4,41.900000000000006,-0.11050000000000004,0
CN=c1cnonn1,112.092,5,0,0,1,5,64.17,-1.0049000000000001,0
Cc1noc(=N)o1,100.077,4,1,0,1,4,63.02,0.055489999999999984,0
CCn1nnc(C)n1,112.136,4,0,1,1,4,43.6,0.0014199999999999768,0
CC1=NON(C)C=N1,113.11999999999999,4,0,0,1,4,37.19,0.22510000000000008,0
CCn1cnnc1O,113.11999999999999,4,1,1,1,4,50.94,0.003599999999999881,0
CCc1nnoc1O,114.10399999999997,4,1,1,1,4,59.150000000000006,0.33759999999999996,0
O=C1C=NC(CO)=N1,112.088,3,1,1,1,4,62.019999999999996,-1.0118,0
CN1C=C(N)N=CO1,113.12,4,1,0,1,4,50.849999999999994,-0.35069999999999996,0
O=CN1N=CC=CO1,112.08799999999997,3,0,1,1,4,41.900000000000006,-0.11050000000000004,0
CCn1onc1OC,116.11999999999999,4,0,2,1,4,40.19,0.5045999999999999,0
CN=c1ncocn1,111.10399999999998,4,0,0,1,4,51.28,-0.39990000000000014,0
COc1cnncn1,111.104,4,0,1,1,4,47.900000000000006,-0.11980000000000013,0
CCc1nnn(C)n1,112.136,4,0,1,1,4,43.6,-0.22750000000000004,0
C#CCc1cnnn1O,123.115,4,1,1,1,4,50.94,-0.3088999999999999,0
CN1C=NON1C,101.109,4,0,0,1,4,28.07,-0.34650000000000003,0
CC1=NOC(=NO)C1,114.104,4,1,0,1,4,54.18000000000001,0.5703,0
CCN1C=CN=NO1,113.12,4,0,1,1,4,37.19,1.0918999999999999,0
CCN1ON=CN1C,115.136,4,0,1,1,4,28.07,0.04360000000000008,0
CNc1oncc1O,114.10399999999998,4,2,1,1,4,58.290000000000006,0.4218999999999998,0
C#Cc1nnoc1O,110.07199999999997,4,1,0,1,4,59.150000000000006,-0.2435000000000001,0
O=Cc1ncncn1,109.088,4,0,1,1,4,55.74,-0.31590000000000007,0
Cc1cnc(O)nn1,111.104,4,1,0,1,4,58.900000000000006,-0.11438000000000009,0
Cc1nonc1CO,114.10399999999998,4,1,1,1,4,59.150000000000006,-0.12968000000000007,0
COc1cnnnc1,111.104,4,0,1,1,4,47.900000000000006,-0.11980000000000002,0
Cc1nnoc1N,99.093,4,1,0,1,4,64.94,-0.03978000000000004,0
Nc1cncnc1O,111.10399999999998,4,2,0,1,4,72.03,-0.23559999999999987,0
CCc1cnnoc1=N,125.13099999999999,4,1,1,1,4,62.77,0.1114699999999999,0
CC1=NN(C)N(C)O1,115.136,4,0,0,1,4,28.07,0.04360000000000008,0
CNc1cn(C)nn1,112.13600000000001,4,1,1,1,4,42.74,-0.14320000000000022,0
CNc1cnnn1C,112.13600000000001,4,1,1,1,4,42.74,-0.14320000000000044,0
Cc1ncnc(O)n1,111.10399999999998,4,1,0,1,4,58.900000000000006,-0.11438000000000015,0
Cc1nncc(O)n1,111.10399999999998,4,1,0,1,4,58.900000000000006,-0.11438000000000015,0
COc1oncc1O,115.08799999999998,4,1,1,1,4,55.49000000000001,0.38879999999999987,0
Nc1conc1O,100.077,4,2,0,1,4,72.28,-0.03759999999999991,0
CN1C=NC(N)=CO1,113.11999999999999,4,1,0,1,4,50.849999999999994,-0.35069999999999996,0
Cc1noc(=N)n1C,113.12,4,1,0,1,4,54.81,-0.19901000000000013,0
CN=c1cnon1C,113.11999999999999,4,0,0,1,4,43.32,-0.45640000000000014,0
CNc1nnoc1C,113.11999999999999,4,1,1,1,4,50.95,0.4197199999999999,0
CCn1oc(C)nc1=O,128.131,4,0,1,1,4,48.03,0.16461999999999988,0
Cn1cnc(N)n1,98.10900000000001,4,1,0,1,4,56.730000000000004,-0.6027000000000002,0
COc1cnc(C)nn1,125.131,4,0,1,1,4,47.900000000000006,0.1886199999999999,0
COc1cnon1,100.077,4,0,1,1,4,48.150000000000006,0.07819999999999994,0
Cc1nonc1O,100.07699999999998,4,1,0,1,4,59.150000000000006,0.08361999999999992,0
CNc1conn1,99.09300000000002,4,1,1,1,4,50.95,0.11129999999999979,0
CNc1onnc1C,113.12,4,1,1,1,4,50.95,0.4197199999999999,0
Cc1nonc1C=N,111.10399999999998,4,1,1,1,4,62.77,0.37568999999999997,0
Cc1onnc1C=N,111.10399999999998,4,1,1,1,4,62.77,0.37568999999999997,0
CN=c1onc(C)o1,114.10399999999998,4,0,0,1,4,51.53,0.10651999999999995,0
Cc1ncn(O)n1,99.09299999999999,4,1,0,1,4,50.94,-0.17618000000000017,0
CN1C=NC(O)=CO1,114.10399999999997,4,1,0,1,4,45.06,0.2486,0
COc1cnoc1N,114.104,4,1,1,1,4,61.28,0.26539999999999997,0
O=COc1ncco1,113.07199999999997,4,0,2,1,4,52.33,0.2098,0
COc1nccnn1,111.104,4,0,1,1,4,47.900000000000006,-0.11980000000000013,0
Cc1nnncc1O,111.10399999999997,4,1,0,1,4,58.900000000000006,-0.11438000000000009,0
N=CC1C=NOCO1,114.104,4,1,1,1,4,54.67,-0.005330000000000057,1
CC1=CON(C=O)O1,115.088,3,0,1,1,4,38.769999999999996,0.1829,0
CC(=O)n1cnnc1,111.104,4,0,0,1,4,47.78,-0.061799999999999966,0
Cc1nncnc1O,111.10399999999998,4,1,0,1,4,58.900000000000006,-0.11438000000000009,0
Cn1ncnc1C=N,110.11999999999999,4,1,1,1,4,54.56,-0.18722999999999973,0
Cc1ncc(=N)on1,111.104,4,1,0,1,4,62.77,-0.14251000000000008,0
OCc1nccnn1,111.104,4,1,1,1,4,58.900000000000006,-0.6361000000000001,0
O=c1ncc(O)co1,113.07199999999997,4,1,0,1,4,63.33,-0.2596,0
COc1cnn(C)n1,113.12,4,0,1,1,4,39.94,-0.17630000000000012,0
O=c1cnccnc1O,124.09899999999998,4,1,0,1,4,63.08,-0.4576000000000002,0
N#CCc1nnon1,110.07600000000001,5,0,1,1,5,75.6,-0.4693200000000002,0
CN1C=NN(C)N1C,114.152,4,0,0,1,4,22.08,-0.4313,0
COc1onnc1C,114.104,4,0,1,1,4,48.150000000000006,0.3866199999999999,0
